Name,Organization,Status,Location
John Beale Bordley,American Philosophical Society,Member,
Jean F. Coste,American Philosophical Society,Member,
Robert Davidson,American Philosophical Society,Member,
Felice Fontana,American Philosophical Society,Member,
Antoine Court de Gebilin,American Philosophical Society,Member,
Samuel Huntingdon,American Philosophical Society,Member,
Robert M. Patterson,American Philosophical Society,Member,
Comte Charles C. Labillarderie Angivillier,American Philosophical Society,Member,
Jeremy Belknap,American Philosophical Society,Member,
Peter J. Van Berckel,American Philosophical Society,Member,
Barnabas Binney,American Philosophical Society,Member,
Robert Blackwell,American Philosophical Society,Member,
Fred F.S. de Brahm,American Philosophical Society,Member,
Pedro Rodriguez Campomanes,American Philosophical Society,Member,
John Dunlap,American Philosophical Society,Member,
John Foulke,American Philosophical Society,Member,
George Fox,American Philosophical Society,Member,
Arch Gamble,American Philosophical Society,Member,
George Gray,American Philosophical Society,Member,
J.H.C. Helmuth,American Philosophical Society,Member,
Thomas Heyward,American Philosophical Society,Member,
Rev. Samuel Magaw,American Philosophical Society,Member,
John H. de Magellan,American Philosophical Society,Member,
Jonathan D. Sergeant,American Philosophical Society,Member,
James Six,American Philosophical Society,Member,
John Vaughan,American Philosophical Society,Member,
Samuel Vaughan,American Philosophical Society,Member,
Comte de Charles G. Vergennes,American Philosophical Society,Member,
Frederick E.F. Bertholff,American Philosophical Society,Member,
Comte de Luc Urbain du Bouexic,American Philosophical Society,Member,
William Bradford,American Philosophical Society,Member,
Edward Burd,American Philosophical Society,Member,
John Carson,American Philosophical Society,Member,
Adair Crawford,American Philosophical Society,Member,
Manasseh Cutler,American Philosophical Society,Member,
Andrew Ellicott,American Philosophical Society,Member,
Samuel Powel Griffiths,American Philosophical Society,Member,
Samuel G. Hermelin,American Philosophical Society,Member,
Sir William Herschel,American Philosophical Society,Member,
Hugh James,American Philosophical Society,Member,
Thaddeus Kosciusko,American Philosophical Society,Member,
James Madison,American Philosophical Society,Member,
Joseph Mandrillion,American Philosophical Society,Member,
James McHenry,American Philosophical Society,Member,
Christian F. Michailis,American Philosophical Society,Member,
Henry E. Muhlenberg,American Philosophical Society,Member,
Mann Page,American Philosophical Society,Member,
Thomas Paine,American Philosophical Society,Member,
William Parker,American Philosophical Society,Member,
Robert Perceval,American Philosophical Society,Member,
Richard Price,American Philosophical Society,Member,
Joseph Priestley,American Philosophical Society,Member,
Samuel S. Smith,American Philosophical Society,Member,
Jean-Baptiste Sue,American Philosophical Society,Member,
George Wall,American Philosophical Society,Member,
Benjamin Workman,American Philosophical Society,Member,
James Beattie,American Philosophical Society,Member,
Pierre J.G. Cabanis,American Philosophical Society,Member,
Conte Luigi Castiglioni,American Philosophical Society,Member,
Jacques A.C. Charles,American Philosophical Society,Member,
George Clymer,American Philosophical Society,Member,
Lorenz Crell,American Philosophical Society,Member,
Benjamin Duffield,American Philosophical Society,Member,
Aime A.J. Feutry,American Philosophical Society,Member,
William Temple Franklin,American Philosophical Society,Member,
Thibert Garbier,American Philosophical Society,Member,
Rene G. Gastelier,American Philosophical Society,Member,
Granchain,American Philosophical Society,Member,
Guillaume Grivel,American Philosophical Society,Member,
Thomas Henry,American Philosophical Society,Member,
Jonathan Hoge,American Philosophical Society,Member,
Jan Ingenhousz,American Philosophical Society,Member,
John Andrews,American Philosophical Society,Member,
Richard Kirwan,American Philosophical Society,Member,
John Morris,American Philosophical Society,Member,
Robert Morris,American Philosophical Society,Member,
Nicolas Noel,American Philosophical Society,Member,
Charles Willson Peale,American Philosophical Society,Member,
Thomas Percival,American Philosophical Society,Member,
Robert E. Pine,American Philosophical Society,Member,
William Rawle,American Philosophical Society,Member,
Duc de Louis A. La Rochefoucauld d'Enville,American Philosophical Society,Member,
Julien D. Le Roy,American Philosophical Society,Member,
Jean L.G. Soulavie,American Philosophical Society,Member,
Benjamin Vaughan,American Philosophical Society,Member,
Samuel Vaughan,American Philosophical Society,Member,
Louis G. Le Veillard,American Philosophical Society,Member,
Charles H. Wharton,American Philosophical Society,Member,
John Whitehurst,American Philosophical Society,Member,
William Baker,American Philosophical Society,Member,
Sir Joseph Banks,American Philosophical Society,Member,
Robert Barclay,American Philosophical Society,Member,
Thomas Barnes,American Philosophical Society,Member,
William Barton,American Philosophical Society,Member,
John Bayard,American Philosophical Society,Member,
William Bingham,American Philosophical Society,Member,
James Bowdoin,American Philosophical Society,Member,
Louis C. Cadet-Gassicourt,American Philosophical Society,Member,
Benjamin Chew,American Philosophical Society,Member,
Isaac Craig,American Philosophical Society,Member,
Enoch Edwards,American Philosophical Society,Member,
John Hunter,American Philosophical Society,Member,
Joseph James,American Philosophical Society,Member,
Francis Johnston,American Philosophical Society,Member,
John Johnston,American Philosophical Society,Member,
Charles Lennox,American Philosophical Society,Member,
John Coakley Lettsom,American Philosophical Society,Member,
Hon. John Lowell,American Philosophical Society,Member,
Robert Milligan,American Philosophical Society,Member,
Sir Edward Newenham,American Philosophical Society,Member,
Comte Louis G. Otto,American Philosophical Society,Member,
John R.B. Rodgers,American Philosophical Society,Member,
Thomas Ruston,American Philosophical Society,Member,
William W. Smith,American Philosophical Society,Member,
George Spence,American Philosophical Society,Member,
William Thornton,American Philosophical Society,Member,
George Vaux,American Philosophical Society,Member,
Antoine A.F. Cadet de Vaux,American Philosophical Society,Member,
Thomas White,American Philosophical Society,Member,
Jonathan Williams,American Philosophical Society,Member,
Caspar Wistar,American Philosophical Society,Member,
Simeon De Witt,American Philosophical Society,Member,
Burgiss Allison,American Philosophical Society,Member,
Charles Arthaud,American Philosophical Society,Member,
Benjamin Smith Barton,American Philosophical Society,Member,
Samuel Beach,American Philosophical Society,Member,
Sir Charles Blagden,American Philosophical Society,Member,
John Bleakley,American Philosophical Society,Member,
David Brearly,American Philosophical Society,Member,
Jean P. Brissot,American Philosophical Society,Member,
George Buchanan,American Philosophical Society,Member,
Pieter Camper,American Philosophical Society,Member,
Nicholas Collin,American Philosophical Society,Member,
John Cox,American Philosophical Society,Member,
Michel G. St. J. de Crevecoeur,American Philosophical Society,Member,
Princess Catherine Ekaterina Dashkova,American Philosophical Society,Member,
William Findley,American Philosophical Society,Member,
Jos. M. de Flores,American Philosophical Society,Member,
Diego de Gardoqui,American Philosophical Society,Member,
Francis de Gardoqui,American Philosophical Society,Member,
Peter Le Gaux,American Philosophical Society,Member,
Ashbel Green,American Philosophical Society,Member,
Friedrich A. von Heintz,American Philosophical Society,Member,
Joshua Humphreys,American Philosophical Society,Member,
Walter Minto,American Philosophical Society,Member,
George Monroe,American Philosophical Society,Member,
Mekeric L.E. Moreau,American Philosophical Society,Member,
William Paterson,American Philosophical Society,Member,
C.C. Pinckney,American Philosophical Society,Member,
Thomas Pole,American Philosophical Society,Member,
David Redick,American Philosophical Society,Member,
Benjamin Rittenhouse,American Philosophical Society,Member,
James Rumsey,American Philosophical Society,Member,
Winthrop Sargent,American Philosophical Society,Member,
Franz A. Steinsky,American Philosophical Society,Member,
John Stevens,American Philosophical Society,Member,
Charles Stuart,American Philosophical Society,Member,
James Wilkinson,American Philosophical Society,Member,
John Witherspoon,American Philosophical Society,Member,
Baron J.W.K.A. Hupsch von Lontxen,American Philosophical Society,Member,
Anders Sparman,American Philosophical Society,Member,
George Turner,American Philosophical Society,Member,
John Walker,American Philosophical Society,Member,
Caleb Whitefoord,American Philosophical Society,Member,
Alexander Addison,American Philosophical Society,Member,
Alexander Anderson,American Philosophical Society,Member,
Absalom Baird,American Philosophical Society,Member,
John Beckley,American Philosophical Society,Member,
Nicholas L. Burmann,American Philosophical Society,Member,
Alexander J. Dallas,American Philosophical Society,Member,
William Ferguson,American Philosophical Society,Member,
Albert Gallatin,American Philosophical Society,Member,
Benjamin Gloxin,American Philosophical Society,Member,
Robert Goldsbourough,American Philosophical Society,Member,
John G. Grosche,American Philosophical Society,Member,
John Hoge,American Philosophical Society,Member,
James Anderson,American Philosophical Society,Member,
Henry Knox,American Philosophical Society,Member,
John Luzac,American Philosophical Society,Member,
S.L. Mitchell,American Philosophical Society,Member,
Johann A. Murray,American Philosophical Society,Member,
John Nicholson,American Philosophical Society,Member,
Peter S. Pallas,American Philosophical Society,Member,
John Penington,American Philosophical Society,Member,
Thomas Pennant,American Philosophical Society,Member,
Peter S. Du Ponceau,American Philosophical Society,Member,
Edmund Randolph,American Philosophical Society,Member,
Andrew Ross,American Philosophical Society,Member,
James Ross,American Philosophical Society,Member,
John Smilie,American Philosophical Society,Member,
Dugald Stewart,American Philosophical Society,Member,
Karl P. Thunberg,American Philosophical Society,Member,
Benjamin Waterhouse,American Philosophical Society,Member,
Richard P. Barton,American Philosophical Society,Member,
Guiseppe Ceracchi,American Philosophical Society,Member,
William Currie,American Philosophical Society,Member,
Erasmus Darwin,American Philosophical Society,Member,
Comte de Antoine R.C.M. La Forest,American Philosophical Society,Member,
Anthony Fgill,American Philosophical Society,Member,
David Jackson,American Philosophical Society,Member,
John Page,American Philosophical Society,Member,
Baron de Ambroise M.F.J. Palisot,American Philosophical Society,Member,
Conte Paolo Andreani,American Philosophical Society,Member,
John Rouelle,American Philosophical Society,Member,
William Smith,American Philosophical Society,Member,
Uvo van Troil,American Philosophical Society,Member,
John Trumbull,American Philosophical Society,Member,
Rodolph Valltravers,American Philosophical Society,Member,
Nicholas B. Waters,American Philosophical Society,Member,
Andre F. de Coupigny,American Philosophical Society,Member,
J. Reinhold Forster,American Philosophical Society,Member,
George Logan,American Philosophical Society,Member,
John W. Lottera,American Philosophical Society,Member,
David Nassy,American Philosophical Society,Member,
Thomas L. Shippen,American Philosophical Society,Member,
Louis Valentin,American Philosophical Society,Member,
William Waring,American Philosophical Society,Member,
David S. Erskine,American Philosophical Society,Member,
James Greenway,American Philosophical Society,Member,
James Anderson,American Philosophical Society,Member,
John Nancarrow,American Philosophical Society,Member,
Gustaf von Carleson,American Philosophical Society,Member,
Archibald Cochrane,American Philosophical Society,Member,
Robert Leslie,American Philosophical Society,Member,
Val Melscheimer,American Philosophical Society,Member,
Tim Pickering,American Philosophical Society,Member,
Samuel Wheeler,American Philosophical Society,Member,
Rev. James Abercrombie,American Philosophical Society,Member,
Pierre A. Adet,American Philosophical Society,Member,
Nathaniel B. Bedford,American Philosophical Society,Member,
Isaac Briggs,American Philosophical Society,Member,
Charles Caldwell,American Philosophical Society,Member,
Dr. Isaac Cathrall,American Philosophical Society,Member,
F.H. Le Comte,American Philosophical Society,Member,
Tench Coxe,American Philosophical Society,Member,
Joanne B. Cunat,American Philosophical Society,Member,
Jean Deveze,American Philosophical Society,Member,
Louis E. Duhail,American Philosophical Society,Member,
Cypriano R. Friere,American Philosophical Society,Member,
Jacques M. le F. de Grandpre,American Philosophical Society,Member,
Hugh Hodge,American Philosophical Society,Member,
Jose de Jaudences,American Philosophical Society,Member,
J.F. Mifflin,American Philosophical Society,Member,
William D. Peck,American Philosophical Society,Member,
Francois A.F. de la Rochefoucauld-Liancourt,American Philosophical Society,Member,
Sir James E. Smith,American Philosophical Society,Member,
Charles M. de Talleyrand-Perigord,American Philosophical Society,Member,
Luis de Urbina,American Philosophical Society,Member,
James Woodhouse,American Philosophical Society,Member,
William Bache,American Philosophical Society,Member,
Samuel Blair,American Philosophical Society,Member,
John Guillemard,American Philosophical Society,Member,
William Hamilton,American Philosophical Society,Member,
John Heckewilder,American Philosophical Society,Member,
Andrews Everardus Van Braam Houckgeest,American Philosophical Society,Member,
Thomas C. James,American Philosophical Society,Member,
Alexander Martin,American Philosophical Society,Member,
Theo. C. Mozard,American Philosophical Society,Member,
John Newnan,American Philosophical Society,Member,
Thomas Pinckney,American Philosophical Society,Member,
Adam Seybert,American Philosophical Society,Member,
Rich P. Smith,American Philosophical Society,Member,
Samuel H. Smith,American Philosophical Society,Member,
John Stuart,American Philosophical Society,Member,
Comte Constantin F. Chasseboeuf de Volney,American Philosophical Society,Member,
Johann F. Blumenbach,American Philosophical Society,Member,
Julian U. Niemcewicz,American Philosophical Society,Member,
William Patterson,American Philosophical Society,Member,
Giambattista Scandella,American Philosophical Society,Member,
Franz A. von Zach,American Philosophical Society,Member,
William Boys,American Philosophical Society,Member,
Joseph Clay,American Philosophical Society,Member,
John R. Coxe,American Philosophical Society,Member,
Samuel Elam,American Philosophical Society,Member,
Benjamin H. Latrobe,American Philosophical Society,Member,
William Maclure,American Philosophical Society,Member,
Thomas P. Smith,American Philosophical Society,Member,
Justus E. Bollmann,American Philosophical Society,Member,
Samuel Brown,American Philosophical Society,Member,
William Dunbar,American Philosophical Society,Member,
Sir Robert Liston,American Philosophical Society,Member,
Samuel Miller,American Philosophical Society,Member,
Pierre S. du Pont de Nemours,American Philosophical Society,Member,
John R. Smith,American Philosophical Society,Member,
Francis Blanchet,American Philosophical Society,Member,
Samuel Falberg,American Philosophical Society,Member,
Jose J. de Ferrer,American Philosophical Society,Member,
Thomas T. Hewson,American Philosophical Society,Member,
William Jones,American Philosophical Society,Member,
Robert R. Livingston,American Philosophical Society,Member,
Gustav Paykull,American Philosophical Society,Member,
Fran Peyrolon,American Philosophical Society,Member,
Alexander Ramirez,American Philosophical Society,Member,
William Barnwell,American Philosophical Society,Member,
John Church,American Philosophical Society,Member,
Thomas Cooper,American Philosophical Society,Member,
Valentin de Foronda,American Philosophical Society,Member,
John Garnett,American Philosophical Society,Member,
Marquis de C.M. Martinez Casa Irujo,American Philosophical Society,Member,
William S. Jacobs,American Philosophical Society,Member,
Philippe R. Roume de St. Laurent,American Philosophical Society,Member,
Phillippe J. Letsom,American Philosophical Society,Member,
James Mease,American Philosophical Society,Member,
Peter B. Olsen,American Philosophical Society,Member,
Philip S. Physick,American Philosophical Society,Member,
Jarvis Roebuck,American Philosophical Society,Member,
William Roxburgh,American Philosophical Society,Member,
Benjamin Dearborn,American Philosophical Society,Member,
Jean B.J. Delambre,American Philosophical Society,Member,
Robert Gilmore,American Philosophical Society,Member,
Robert Hare,American Philosophical Society,Member,
Meriwether Lewis,American Philosophical Society,Member,
Dan Melanderhjelm,American Philosophical Society,Member,
Francis Nichols,American Philosophical Society,Member,
Eric Prosperin,American Philosophical Society,Member,
David Ramsay,American Philosophical Society,Member,
Benjamin Thompson,American Philosophical Society,Member,
Pedro Caevallos,American Philosophical Society,Member,
Antonio J. Cavanilles,American Philosophical Society,Member,
Zaccheus Collins,American Philosophical Society,Member,
Joshua Gilpin,American Philosophical Society,Member,
Prince Manuel Godoy,American Philosophical Society,Member,
Baron von F.H. Alexander Humboldt,American Philosophical Society,Member,
David Humphreys,American Philosophical Society,Member,
Edward Jenner,American Philosophical Society,Member,
William Short,American Philosophical Society,Member,
Sam Webber,American Philosophical Society,Member,
Joseph Willard,American Philosophical Society,Member,
William Hawes,American Philosophical Society,Member,
William Jones,American Philosophical Society,Member,
Edward Miller,American Philosophical Society,Member,
Samuel Moore,American Philosophical Society,Member,
John Prince,American Philosophical Society,Member,
Benjamin Silliman,American Philosophical Society,Member,
Charles Smith,American Philosophical Society,Member,
William Tilghman,American Philosophical Society,Member,
F.A. Vanderkemp,American Philosophical Society,Member,
Bushrod Washington,American Philosophical Society,Member,
Adrien G. Camper,American Philosophical Society,Member,
Joseph Cloud,American Philosophical Society,Member,
Samuel F. Conover,American Philosophical Society,Member,
William Dubourg,American Philosophical Society,Member,
John Maclean,American Philosophical Society,Member,
Martinus van Martius,American Philosophical Society,Member,
Joseph Sansom,American Philosophical Society,Member,
Francisco de Borja Garcao Stockler,American Philosophical Society,Member,
Olof Swartz,American Philosophical Society,Member,
Comte Antoine L.C. Desturr de Tracy,American Philosophical Society,Member,
Samuel B. Wylie,American Philosophical Society,Member,
Archibald Bruce,American Philosophical Society,Member,
Nathaniel Chapman,American Philosophical Society,Member,
Mahlon Dickerson,American Philosophical Society,Member,
John E. Forstroem,American Philosophical Society,Member,
James Gibson,American Philosophical Society,Member,
Ferd R. Hassler,American Philosophical Society,Member,
George Izard,American Philosophical Society,Member,
John McDowell,American Philosophical Society,Member,
Ir _ e Du Pont,American Philosophical Society,Member,
Comte de Charles P. Lasteyrie du Saillant,American Philosophical Society,Member,
Horace Binney,American Philosophical Society,Member,
Edward Penington,American Philosophical Society,Member,
William Staughton,American Philosophical Society,Member,
Joel Barlow,American Philosophical Society,Member,
Nathaniel Bowditch,American Philosophical Society,Member,
Ross Cuthbert,American Philosophical Society,Member,
George William Featherstonhaugh,American Philosophical Society,Member,
Robert Fulton,American Philosophical Society,Member,
Silvain Godon,American Philosophical Society,Member,
Francois A. Michaux,American Philosophical Society,Member,
Thomas Moore,American Philosophical Society,Member,
Robert M. Patterson,American Philosophical Society,Member,
David B. Warden,American Philosophical Society,Member,
James Winthrop,American Philosophical Society,Member,
J.H. Brinton,American Philosophical Society,Member,
Humphry Davy,American Philosophical Society,Member,
George Gibbs,American Philosophical Society,Member,
John Haighton,American Philosophical Society,Member,
David Hosack,American Philosophical Society,Member,
William Johnson,American Philosophical Society,Member,
William Bentley,American Philosophical Society,Member,
John Davis,American Philosophical Society,Member,
John M. Good,American Philosophical Society,Member,
Louis N. Vanquelin,American Philosophical Society,Member,
Charles J. Wister,American Philosophical Society,Member,
Robert Adrain,American Philosophical Society,Member,
Benjamin Allen,American Philosophical Society,Member,
Jose F. Correa da Serra,American Philosophical Society,Member,
Robert Walsh,American Philosophical Society,Member,
W.P.C. Barton,American Philosophical Society,Member,
Nicholas Biddle,American Philosophical Society,Member,
Charles Chauncey,American Philosophical Society,Member,
Constant Dumeril,American Philosophical Society,Member,
Reuben Haines,American Philosophical Society,Member,
William Hembel,American Philosophical Society,Member,
William T. Meredith,American Philosophical Society,Member,
Benjamin R. Morgan,American Philosophical Society,Member,
George Pollock,American Philosophical Society,Member,
Anders J. Retzius,American Philosophical Society,Member,
John Sergeant,American Philosophical Society,Member,
Alexander Wilson,American Philosophical Society,Member,
Nathaniel Stout Allison,American Philosophical Society,Member,
Frederick Beasley,American Philosophical Society,Member,
John G. Biddle,American Philosophical Society,Member,
De Witt Clinton,American Philosophical Society,Member,
James Cutbush,American Philosophical Society,Member,
John S. Dorsey,American Philosophical Society,Member,
Thomas Gilpin,American Philosophical Society,Member,
John Gummere,American Philosophical Society,Member,
John E. Hall,American Philosophical Society,Member,
Joseph G. Swift,American Philosophical Society,Member,
James P. Wilson,American Philosophical Society,Member,
Samuel Colhoun,American Philosophical Society,Member,
James Gray,American Philosophical Society,Member,
Charles W. Hare,American Philosophical Society,Member,
Joseph Hartshorne,American Philosophical Society,Member,
Joseph Hopkinson,American Philosophical Society,Member,
Charles J. Ingersoll,American Philosophical Society,Member,
Joseph P. Norris,American Philosophical Society,Member,
Joseph Parrish,American Philosophical Society,Member,
John M. Scott,American Philosophical Society,Member,
Carlo Botta,American Philosophical Society,Member,
Abiel Holmes,American Philosophical Society,Member,
Jared Mansfield,American Philosophical Society,Member,
Joseph Reed,American Philosophical Society,Member,
Isaiah Thomas,American Philosophical Society,Member,
Gerard Troost,American Philosophical Society,Member,
Joseph P.F. Deleuze,American Philosophical Society,Member,
Johann P. Frank,American Philosophical Society,Member,
William Gaston,American Philosophical Society,Member,
Jos. von Hammer-Purgstall,American Philosophical Society,Member,
Charles A. Lesueur,American Philosophical Society,Member,
William Meade,American Philosophical Society,Member,
Charles F. Mercer,American Philosophical Society,Member,
Jean C. de la Metherie,American Philosophical Society,Member,
Eugenius Nulty,American Philosophical Society,Member,
Thomas Nuttall,American Philosophical Society,Member,
George Ord,American Philosophical Society,Member,
John C. Otto,American Philosophical Society,Member,
Richard Rush,American Philosophical Society,Member,
Thomas Say,American Philosophical Society,Member,
Lewis Schweinitz,American Philosophical Society,Member,
Joseph von Sonnenfels,American Philosophical Society,Member,
Henry Steinhauer,American Philosophical Society,Member,
Edward Troughton,American Philosophical Society,Member,
Johann S. Vater,American Philosophical Society,Member,
John Q. Adams,American Philosophical Society,Member,
Friedrich Adelung,American Philosophical Society,Member,
Jacob Bigelow,American Philosophical Society,Member,
Parker Cleaveland,American Philosophical Society,Member,
Daniel Drake,American Philosophical Society,Member,
Nicholas Fuss,American Philosophical Society,Member,
Paul Jackson,American Philosophical Society,Member,
Josiah Meigs,American Philosophical Society,Member,
Noel de la Moriniere,American Philosophical Society,Member,
Joseph Swain,American Philosophical Society,Member,
Gotthilf Fischer Von Waldheim,American Philosophical Society,Member,
John C. Warren,American Philosophical Society,Member,
Johann A. Albers,American Philosophical Society,Member,
Henri M. Ducrotay de Blainville,American Philosophical Society,Member,
Alexandre Brongniart,American Philosophical Society,Member,
Redmond Conyngham,American Philosophical Society,Member,
Anselme G. Desmarest,American Philosophical Society,Member,
William P. Dewees,American Philosophical Society,Member,
John Eberle,American Philosophical Society,Member,
Stephan Elliot,American Philosophical Society,Member,
L.H. Girardin,American Philosophical Society,Member,
William E. Horner,American Philosophical Society,Member,
Louis M. Langles,American Philosophical Society,Member,
Comte de Jean D. Lanjuinais,American Philosophical Society,Member,
Pierre A. Latreille,American Philosophical Society,Member,
John Murray,American Philosophical Society,Member,
Jacob Perkins,American Philosophical Society,Member,
Fred C. Schaeffer,American Philosophical Society,Member,
Guillaume T. Tilesius,American Philosophical Society,Member,
Roberts Vaux,American Philosophical Society,Member,
Franklin Bache,American Philosophical Society,Member,
John J. Berzelius,American Philosophical Society,Member,
J.A. Borgnis,American Philosophical Society,Member,
William Gibson,American Philosophical Society,Member,
Baron von Joseph Hormayr,American Philosophical Society,Member,
Samuel F. Jarvis,American Philosophical Society,Member,
Matthew Lesseps,American Philosophical Society,Member,
Isaiah Lukens,American Philosophical Society,Member,
William Marsden,American Philosophical Society,Member,
Jacques P. Merigon de Montgery,American Philosophical Society,Member,
John Pickering,American Philosophical Society,Member,
William Strickland,American Philosophical Society,Member,
Peter Afzelius,American Philosophical Society,Member,
Clement C. Biddle,American Philosophical Society,Member,
Elisha De Butts,American Philosophical Society,Member,
Mathew Carey,American Philosophical Society,Member,
Langdon Cheves,American Philosophical Society,Member,
John B. Gibson,American Philosophical Society,Member,
Levitt Harris,American Philosophical Society,Member,
George A. Otis,American Philosophical Society,Member,
Count Gustavus Wetterstedt,American Philosophical Society,Member,
James Workman,American Philosophical Society,Member,
Sir James Wylie,American Philosophical Society,Member,
Solomon W. Conrad,American Philosophical Society,Member,
Jose B. de Andrada e Silva,American Philosophical Society,Member,
Richard Harlan,American Philosophical Society,Member,
Baron von Wilhelm Humboldt,American Philosophical Society,Member,
William H. Keating,American Philosophical Society,Member,
Zacharias Nordmark,American Philosophical Society,Member,
Samuel Parkes,American Philosophical Society,Member,
Peder Pedersen,American Philosophical Society,Member,
Peter Poletica,American Philosophical Society,Member,
Condy Raguet,American Philosophical Society,Member,
Gottlob E. Schultze,American Philosophical Society,Member,
Jons Svanberg,American Philosophical Society,Member,
Lardner Vanuxem,American Philosophical Society,Member,
Joseph Bonaparte,American Philosophical Society,Member,
Lucien Bonaparte,American Philosophical Society,Member,
Benjamin H. Coates,American Philosophical Society,Member,
William B. Collyer,American Philosophical Society,Member,
James F. Cooper,American Philosophical Society,Member,
William Darlington,American Philosophical Society,Member,
Gaspard Deabbate,American Philosophical Society,Member,
Jean M. Duponceau,American Philosophical Society,Member,
Samuel Jackson,American Philosophical Society,Member,
Jason O'B Lawrence,American Philosophical Society,Member,
Sir William Lawrence,American Philosophical Society,Member,
Stephen H. Long,American Philosophical Society,Member,
Paul de Lovenorn,American Philosophical Society,Member,
William J. Macneven,American Philosophical Society,Member,
Baron Charles E Coquebert de Mountbret,American Philosophical Society,Member,
John Plitt,American Philosophical Society,Member,
Heinrich C. Schumacher,American Philosophical Society,Member,
Count de Joseph B. Survilliers,American Philosophical Society,Member,
Nathaniel A. Ware,American Philosophical Society,Member,
Charles Lucien Bonaparte,American Philosophical Society,Member,
Heinrich J. Klaproth,American Philosophical Society,Member,
Ivan Krusenstern,American Philosophical Society,Member,
Severin Lorich,American Philosophical Society,Member,
Joseph B. McKean,American Philosophical Society,Member,
Alexander Pearson,American Philosophical Society,Member,
Henry Seybert,American Philosophical Society,Member,
Moses Stuart,American Philosophical Society,Member,
Conrad J. Temminck,American Philosophical Society,Member,
Charles N. Bancker,American Philosophical Society,Member,
John J. Bigsby,American Philosophical Society,Member,
Thomas Cadwalader,American Philosophical Society,Member,
Comte de Andre F. Miot,American Philosophical Society,Member,
Pierre J.M. Flourens,American Philosophical Society,Member,
John D. Godman,American Philosophical Society,Member,
Joseph R. Ingersoll,American Philosophical Society,Member,
John K. Kane,American Philosophical Society,Member,
Count John Laval,American Philosophical Society,Member,
Jos_ da Silva Lisboa,American Philosophical Society,Member,
Edward Livingston,American Philosophical Society,Member,
Comte Francois P. Real,American Philosophical Society,Member,
Count Nicholas Rumiantzov,American Philosophical Society,Member,
Philip Tidyman,American Philosophical Society,Member,
Lewis Cass,American Philosophical Society,Member,
Samuel Humphreys,American Philosophical Society,Member,
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,Member,
Pablo de la Llave,American Philosophical Society,Member,
William McIlvaine,American Philosophical Society,Member,
Charles D. Meigs,American Philosophical Society,Member,
William Schaler,American Philosophical Society,Member,
William Shaler,American Philosophical Society,Member,
Henri C.G. de Struve,American Philosophical Society,Member,
John L. Tiarks,American Philosophical Society,Member,
James Brown,American Philosophical Society,Member,
Marcus Bull,American Philosophical Society,Member,
John W. Dalman,American Philosophical Society,Member,
George Emlen,American Philosophical Society,Member,
Joachim P.C. Giraldez,American Philosophical Society,Member,
John K. Mitchell,American Philosophical Society,Member,
Joel R. Poinsett,American Philosophical Society,Member,
Rene La Roche,American Philosophical Society,Member,
James Rush,American Philosophical Society,Member,
Charles Tait,American Philosophical Society,Member,
Honore Torombert,American Philosophical Society,Member,
Noah Webster,American Philosophical Society,Member,
John P. Wetherill,American Philosophical Society,Member,
Giovanni M. Zecchinelli,American Philosophical Society,Member,
Samuel Betton,American Philosophical Society,Member,
Jose M. Bustamante,American Philosophical Society,Member,
Jose M. Dantas,American Philosophical Society,Member,
Robert E. Griffith,American Philosophical Society,Member,
Thomas Harris,American Philosophical Society,Member,
Henry J. Anderson,American Philosophical Society,Member,
Isaac Lea,American Philosophical Society,Member,
Samuel George Morton,American Philosophical Society,Member,
Charles Pickering,American Philosophical Society,Member,
James Renwick,American Philosophical Society,Member,
Jose M. Salazar,American Philosophical Society,Member,
George Ticknor,American Philosophical Society,Member,
Joseph N.B.V. Abrahamson,American Philosophical Society,Member,
Alexander Dallas Bache,American Philosophical Society,Member,
Thomas Biddle,American Philosophical Society,Member,
Thomas Horsfield,American Philosophical Society,Member,
Washington Irving,American Philosophical Society,Member,
Edme F. Jomard,American Philosophical Society,Member,
James Kent,American Philosophical Society,Member,
William H. De Lancey,American Philosophical Society,Member,
Baron Jean G. Hyde de Neuville,American Philosophical Society,Member,
Philip H. Nicklin,American Philosophical Society,Member,
Hans C. Oersted,American Philosophical Society,Member,
Charles Pougens,American Philosophical Society,Member,
Francisco de Paula Quadrada,American Philosophical Society,Member,
Josiah Quincy,American Philosophical Society,Member,
Carls C. Rafn,American Philosophical Society,Member,
Rasmus C. Rask,American Philosophical Society,Member,
Joseph Roberts,American Philosophical Society,Member,
Daniel B. Smith,American Philosophical Society,Member,
Henry S. Tanner,American Philosophical Society,Member,
Henry Wheaton,American Philosophical Society,Member,
George B. Wood,American Philosophical Society,Member,
Isaac Hays,American Philosophical Society,Member,
William B. Hodgson,American Philosophical Society,Member,
Marc A. Jullien,American Philosophical Society,Member,
John Marshall,American Philosophical Society,Member,
Lorenzo Martini,American Philosophical Society,Member,
Thomas McEuen,American Philosophical Society,Member,
Friederich Munter,American Philosophical Society,Member,
Jean P.A. Remusat,American Philosophical Society,Member,
Andres del Rio,American Philosophical Society,Member,
Duke Karl Bernhard Saxe-Weimar,American Philosophical Society,Member,
Jonathan Sewell,American Philosophical Society,Member,
William Vaughan,American Philosophical Society,Member,
